id,img_1,img_2,score,similarity_type,lien_interne
30040134,"wit75_pdf75_0204_853,1574,220,187.jpg","wit75_pdf75_0204_2229,1737,187,241.jpg",42.595,1,True
30040135,"wit75_pdf75_0204_1198,168,176,174.jpg","wit75_pdf75_0204_2229,1737,187,241.jpg",49.58863,1,True
30040136,"wit75_pdf75_0204_311,340,214,188.jpg","wit75_pdf75_0204_2229,1737,187,241.jpg",28.25278,1,True
30040138,"wit75_pdf75_0204_2229,1737,187,241.jpg","wit75_pdf75_0892_1263,1384,232,196.jpg",36.22094,1,True
30040139,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0204_2229,1737,187,241.jpg",27.34015,1,True
30040140,"wit75_pdf75_0204_2229,1737,187,241.jpg","wit75_pdf75_0459_491,709,269,294.jpg",34.64852,1,True
30040141,"wit75_pdf75_0204_680,141,181,203.jpg","wit75_pdf75_0204_2229,1737,187,241.jpg",43.34082,1,True
30040159,"wit75_pdf75_0204_305,124,229,214.jpg","wit75_pdf75_0204_680,141,181,203.jpg",57.82925,1,True
30040171,"wit75_pdf75_0204_311,340,214,188.jpg","wit75_pdf75_0204_705,1576,201,200.jpg",50.57225,1,True
30040201,"wit75_pdf75_0204_316,1577,194,198.jpg","wit75_pdf75_0204_850,150,209,196.jpg",73.74585,1,True
30040260,"wit75_pdf75_0204_497,145,197,211.jpg","wit75_pdf75_0204_850,150,209,196.jpg",83.51454,1,True
30040414,"wit75_pdf75_0204_850,150,209,196.jpg","wit75_pdf75_0204_960,502,239,190.jpg",58.17307,1,True
30040415,"wit75_pdf75_0204_850,150,209,196.jpg","wit75_pdf75_0459_1131,188,231,310.jpg",31.16219,1,True
30040334,"wit75_pdf75_0204_680,141,181,203.jpg","wit75_pdf75_0204_850,150,209,196.jpg",88.80372,1,True
30040462,"wit75_pdf75_0204_88,1218,216,206.jpg","wit75_pdf75_0459_1061,1170,317,276.jpg",31.24195,1,True
30040738,"wit75_pdf75_0204_1018,1218,207,195.jpg","wit75_pdf75_0459_465,1016,288,405.jpg",67.55002,1,True
30040740,"wit75_pdf75_0204_1982,1031,230,208.jpg","wit75_pdf75_0459_465,1016,288,405.jpg",40.54457,1,True
30041409,"wit75_pdf75_0204_1051,1803,229,207.jpg","wit75_pdf75_0888_916,2096,365,332.jpg",48.98634,1,True
30041411,"wit75_pdf75_0204_840,1385,187,202.jpg","wit75_pdf75_0888_916,2096,365,332.jpg",68.96798,1,True
30040300,"wit75_pdf75_0204_593,859,269,258.jpg","wit75_pdf75_0892_1081,1382,200,216.jpg",66.10357,1,True
